_id,Month,Hospital,TotalOperations,TotalOperationsQF,TotalCancelled,TotalCancelledQF,CancelledByPatientReason,CancelledByPatientReasonQF,ClinicalReason,ClinicalReasonQF,NonClinicalCapacityReason,NonClinicalCapacityReasonQF,OtherReason,OtherReasonQF
2627,201603,S316H,595,"",66,"",43,"",10,"",3,"",10,""
2628,201604,S113H,128,"",10,"",3,"",6,"",1,"",0,""
2629,201604,S116H,1320,"",208,"",134,"",48,"",13,"",13,""
2630,201604,S225H,497,"",87,"",48,"",20,"",16,"",3,""
2631,201604,S308H,1369,"",137,"",59,"",52,"",14,"",12,""
2632,201604,S314H,1323,"",121,"",32,"",55,"",24,"",10,""
2633,201604,S316H,531,"",65,"",34,"",1,"",19,"",11,""
2634,201605,S113H,164,"",18,"",9,"",3,"",3,"",3,""
2635,201605,S116H,1405,"",179,"",106,"",48,"",12,"",13,""
2636,201605,S225H,527,"",101,"",55,"",37,"",9,"",0,""
2637,201605,S308H,1319,"",127,"",57,"",39,"",15,"",16,""
2638,201605,S314H,1355,"",109,"",25,"",47,"",28,"",9,""
2639,201605,S316H,553,"",72,"",30,"",5,"",21,"",16,""
2640,201606,S113H,121,"",27,"",14,"",7,"",5,"",1,""
2641,201606,S116H,1555,"",252,"",149,"",50,"",27,"",26,""
2642,201606,S225H,602,"",113,"",56,"",45,"",10,"",2,""
2643,201606,S308H,1468,"",113,"",52,"",23,"",9,"",29,""
2644,201606,S314H,1482,"",121,"",30,"",48,"",29,"",14,""
2645,201606,S316H,552,"",66,"",19,"",8,"",27,"",12,""
2646,201607,S113H,75,"",4,"",1,"",2,"",0,"",1,""
2647,201607,S116H,1306,"",165,"",105,"",41,"",10,"",9,""
2648,201607,S225H,485,"",50,"",26,"",19,"",4,"",1,""
2649,201607,S308H,1187,"",103,"",55,"",16,"",7,"",25,""
2650,201607,S314H,1328,"",107,"",35,"",48,"",12,"",12,""
2651,201607,S316H,392,"",22,"",6,"",6,"",10,"",0,""
2652,201608,S113H,134,"",16,"",9,"",3,"",1,"",3,""
2653,201608,S116H,1398,"",169,"",113,"",40,"",9,"",7,""
2654,201608,S225H,551,"",75,"",23,"",26,"",26,"",0,""
2655,201608,S308H,1408,"",117,"",59,"",28,"",15,"",15,""
2656,201608,S314H,1438,"",100,"",28,"",46,"",20,"",6,""
2657,201608,S316H,543,"",50,"",27,"",16,"",7,"",0,""
2658,201609,S113H,121,"",9,"",6,"",3,"",0,"",0,""
2659,201609,S116H,1155,"",162,"",84,"",39,"",16,"",23,""
2660,201609,S225H,520,"",59,"",17,"",23,"",18,"",1,""
2661,201609,S308H,1259,"",90,"",46,"",28,"",12,"",4,""
2662,201609,S314H,1368,"",91,"",25,"",26,"",36,"",4,""
2663,201609,S316H,533,"",72,"",45,"",10,"",17,"",0,""
2664,201610,S113H,72,"",10,"",7,"",3,"",0,"",0,""
2665,201610,S116H,1211,"",157,"",54,"",62,"",29,"",12,""
2666,201610,S225H,474,"",76,"",15,"",38,"",11,"",12,""
2667,201610,S308H,1274,"",119,"",66,"",35,"",7,"",11,""
2668,201610,S314H,1268,"",108,"",25,"",52,"",28,"",3,""
2669,201610,S316H,515,"",68,"",36,"",20,"",12,"",0,""
2670,201611,S113H,123,"",13,"",8,"",4,"",0,"",1,""
2671,201611,S116H,1296,"",170,"",87,"",48,"",27,"",8,""
2672,201611,S225H,592,"",85,"",40,"",34,"",10,"",1,""
2673,201611,S308H,1503,"",126,"",58,"",56,"",9,"",3,""
2674,201611,S314H,1364,"",109,"",35,"",40,"",31,"",3,""
2675,201611,S316H,578,"",79,"",52,"",13,"",14,"",0,""
2676,201612,S113H,100,"",11,"",9,"",1,"",1,"",0,""
2677,201612,S116H,1277,"",181,"",86,"",57,"",27,"",11,""
2678,201612,S225H,513,"",69,"",38,"",24,"",7,"",0,""
2679,201612,S308H,1435,"",144,"",83,"",46,"",10,"",5,""
2680,201612,S314H,1227,"",90,"",27,"",29,"",32,"",2,""
2681,201612,S316H,424,"",55,"",24,"",9,"",22,"",0,""
2682,201701,S113H,111,"",9,"",5,"",4,"",0,"",0,""
2683,201701,S116H,1153,"",137,"",62,"",47,"",22,"",6,""
2684,201701,S225H,525,"",72,"",23,"",31,"",15,"",3,""
2685,201701,S308H,1223,"",145,"",83,"",51,"",8,"",3,""
2686,201701,S314H,1268,"",106,"",27,"",43,"",29,"",7,""
2687,201701,S316H,462,"",66,"",40,"",10,"",16,"",0,""
2688,201702,S113H,82,"",11,"",5,"",3,"",1,"",2,""
2689,201702,S116H,1257,"",164,"",85,"",41,"",33,"",5,""
2690,201702,S225H,487,"",77,"",30,"",30,"",17,"",0,""
2691,201702,S308H,1230,"",121,"",59,"",41,"",16,"",5,""
2692,201702,S314H,1291,"",96,"",20,"",36,"",32,"",8,""
2693,201702,S316H,436,"",49,"",28,"",12,"",9,"",0,""
2694,201703,S113H,117,"",15,"",10,"",5,"",0,"",0,""
2695,201703,S116H,1393,"",157,"",97,"",41,"",14,"",5,""
2696,201703,S225H,588,"",83,"",36,"",31,"",16,"",0,""
2697,201703,S308H,1484,"",188,"",71,"",78,"",20,"",19,""
2698,201703,S314H,1544,"",119,"",21,"",51,"",33,"",14,""
2699,201703,S316H,525,"",54,"",35,"",13,"",6,"",0,""
2700,201704,S113H,65,"",1,"",1,"",0,"",0,"",0,""
2701,201704,S116H,1166,"",142,"",85,"",40,"",10,"",7,""
2702,201704,S225H,461,"",54,"",23,"",21,"",9,"",1,""
2703,201704,S308H,1198,"",97,"",34,"",42,"",9,"",12,""
2704,201704,S314H,1116,"",78,"",17,"",22,"",30,"",9,""
2705,201704,S316H,394,"",43,"",32,"",8,"",3,"",0,""
2706,201705,S113H,127,"",31,"",20,"",8,"",2,"",1,""
2707,201705,S116H,1379,"",138,"",80,"",37,"",12,"",9,""
2708,201705,S225H,571,"",65,"",27,"",26,"",12,"",0,""
2709,201705,S308H,1366,"",108,"",58,"",40,"",3,"",7,""
2710,201705,S314H,1456,"",93,"",33,"",32,"",18,"",10,""
2711,201705,S316H,536,"",69,"",33,"",14,"",22,"",0,""
2712,201706,S113H,113,"",15,"",10,"",4,"",0,"",1,""
2713,201706,S116H,1353,"",178,"",103,"",64,"",6,"",5,""
2714,201706,S225H,580,"",62,"",21,"",28,"",13,"",0,""
2715,201706,S308H,1343,"",126,"",75,"",45,"",2,"",4,""
2716,201706,S314H,1492,"",111,"",27,"",46,"",27,"",11,""
2717,201706,S316H,482,"",71,"",49,"",7,"",15,"",0,""
2718,201707,S113H,86,"",7,"",6,"",1,"",0,"",0,""
2719,201707,S116H,1390,"",173,"",90,"",56,"",21,"",6,""
2720,201707,S225H,553,"",50,"",19,"",22,"",9,"",0,""
2721,201707,S308H,1262,"",108,"",66,"",31,"",6,"",5,""
2722,201707,S314H,1318,"",56,"",18,"",21,"",14,"",3,""
2723,201707,S316H,351,"",40,"",15,"",3,"",21,"",1,""
2724,201708,S113H,112,"",13,"",7,"",3,"",3,"",0,""
2725,201708,S116H,1551,"",178,"",95,"",53,"",16,"",14,""
2726,201708,S225H,572,"",60,"",19,"",28,"",12,"",1,""
2727,201708,S308H,1641,"",158,"",82,"",49,"",21,"",6,""
2728,201708,S314H,1585,"",97,"",25,"",37,"",27,"",8,""
2729,201708,S316H,605,"",66,"",44,"",14,"",8,"",0,""
2730,201709,S113H,111,"",14,"",8,"",6,"",0,"",0,""
2731,201709,S116H,1297,"",180,"",87,"",53,"",20,"",20,""
2732,201709,S225H,514,"",48,"",23,"",22,"",3,"",0,""
2733,201709,S308H,1444,"",122,"",67,"",40,"",6,"",9,""
2734,201709,S314H,1380,"",84,"",32,"",38,"",13,"",1,""
2735,201709,S316H,487,"",65,"",37,"",8,"",20,"",0,""
2736,201710,S113H,59,"",11,"",7,"",4,"",0,"",0,""
2737,201710,S116H,1415,"",119,"",59,"",38,"",16,"",6,""
2738,201710,S225H,563,"",68,"",39,"",21,"",8,"",0,""
2739,201710,S308H,1432,"",98,"",53,"",30,"",8,"",7,""
2740,201710,S314H,1458,"",109,"",22,"",48,"",37,"",2,""
2741,201710,S316H,505,"",51,"",35,"",8,"",8,"",0,""
2742,201711,S113H,107,"",8,"",6,"",1,"",1,"",0,""
2743,201711,S116H,1445,"",123,"",63,"",40,"",8,"",12,""
2744,201711,S225H,568,"",64,"",34,"",23,"",6,"",1,""
2745,201711,S308H,1605,"",124,"",65,"",42,"",7,"",10,""
2746,201711,S314H,1479,"",142,"",26,"",45,"",67,"",4,""
2747,201711,S316H,499,"",49,"",34,"",7,"",8,"",0,""
2748,201712,S113H,88,"",20,"",9,"",4,"",7,"",0,""
2749,201712,S116H,1174,"",110,"",62,"",24,"",15,"",9,""
2750,201712,S225H,472,"",77,"",37,"",37,"",3,"",0,""
2751,201712,S308H,1421,"",144,"",85,"",36,"",19,"",4,""
2752,201712,S314H,1298,"",215,"",27,"",42,"",131,"",15,""
2753,201712,S316H,419,"",53,"",41,"",7,"",5,"",0,""
2754,201801,S113H,102,"",6,"",4,"",2,"",0,"",0,""
2755,201801,S116H,1461,"",235,"",101,"",55,"",72,"",7,""
2756,201801,S225H,511,"",72,"",37,"",16,"",16,"",3,""
2757,201801,S308H,1454,"",327,"",100,"",40,"",176,"",11,""
2758,201801,S314H,1308,"",160,"",28,"",30,"",96,"",6,""
2759,201801,S316H,488,"",69,"",51,"",8,"",10,"",0,""
2760,201802,S113H,76,"",8,"",2,"",6,"",0,"",0,""
2761,201802,S116H,1179,"",147,"",75,"",36,"",23,"",13,""
2762,201802,S225H,460,"",59,"",31,"",16,"",12,"",0,""
2763,201802,S308H,1350,"",109,"",58,"",32,"",8,"",11,""
2764,201802,S314H,1239,"",98,"",26,"",26,"",29,"",17,""
2765,201802,S316H,394,"",62,"",18,"",7,"",34,"",3,""
2766,201803,S113H,81,"",12,"",4,"",1,"",0,"",7,""
2767,201803,S116H,1391,"",246,"",95,"",27,"",110,"",14,""
2768,201803,S225H,518,"",85,"",24,"",21,"",40,"",0,""
2769,201803,S308H,1416,"",232,"",96,"",47,"",85,"",4,""
2770,201803,S314H,1388,"",242,"",32,"",34,"",160,"",16,""
2771,201803,S316H,487,"",81,"",53,"",6,"",22,"",0,""
2772,201804,S113H,79,"",5,"",5,"",0,"",0,"",0,""
2773,201804,S116H,1346,"",149,"",55,"",45,"",44,"",5,""
2774,201804,S225H,509,"",47,"",20,"",25,"",1,"",1,""
2775,201804,S308H,1461,"",156,"",79,"",46,"",29,"",2,""
2776,201804,S314H,1337,"",109,"",30,"",35,"",34,"",10,""
2777,201804,S316H,468,"",59,"",41,"",8,"",10,"",0,""
2778,201805,S113H,85,"",11,"",7,"",4,"",0,"",0,""
2779,201805,S116H,1569,"",152,"",86,"",40,"",15,"",11,""
2780,201805,S225H,563,"",64,"",26,"",26,"",11,"",1,""
2781,201805,S308H,1582,"",141,"",79,"",41,"",14,"",7,""
2782,201805,S314H,1486,"",95,"",24,"",44,"",20,"",7,""
2783,201805,S316H,586,"",65,"",45,"",13,"",7,"",0,""
2784,201806,S113H,97,"",8,"",4,"",0,"",4,"",0,""
2785,201806,S116H,1454,"",175,"",102,"",51,"",7,"",15,""
2786,201806,S225H,581,"",54,"",15,"",33,"",6,"",0,""
2787,201806,S308H,1568,"",127,"",70,"",40,"",8,"",9,""
2788,201806,S314H,1428,"",93,"",22,"",34,"",27,"",10,""
2789,201806,S316H,380,"",39,"",28,"",8,"",3,"",0,""
2790,201807,S113H,69,"",10,"",2,"",1,"",7,"",0,""
2791,201807,S116H,1461,"",217,"",122,"",48,"",28,"",19,""
2792,201807,S225H,520,"",41,"",17,"",18,"",6,"",0,""
2793,201807,S308H,1501,"",162,"",88,"",46,"",25,"",3,""
2794,201807,S314H,1357,"",103,"",20,"",28,"",31,"",24,""
2795,201807,S316H,567,"",61,"",41,"",11,"",9,"",0,""
2796,201808,S113H,94,"",7,"",5,"",0,"",1,"",1,""
2797,201808,S116H,1662,"",189,"",101,"",54,"",17,"",17,""
2798,201808,S225H,535,"",50,"",19,"",17,"",11,"",3,""
2799,201808,S308H,1642,"",150,"",68,"",43,"",32,"",7,""
2800,201808,S314H,1567,"",141,"",27,"",50,"",47,"",17,""
2801,201808,S316H,560,"",27,"",17,"",6,"",4,"",0,""
2802,201809,S113H,69,"",13,"",10,"",3,"",0,"",0,""
2803,201809,S116H,1265,"",159,"",71,"",44,"",18,"",26,""
2804,201809,S225H,453,"",45,"",15,"",22,"",8,"",0,""
2805,201809,S308H,1308,"",118,"",64,"",38,"",11,"",5,""
2806,201809,S314H,1260,"",84,"",20,"",45,"",18,"",1,""
2807,201809,S316H,473,"",37,"",25,"",9,"",3,"",0,""
2808,201810,S113H,50,"",7,"",5,"",2,"",0,"",0,""
2809,201810,S116H,1499,"",141,"",77,"",50,"",7,"",7,""
2810,201810,S225H,537,"",52,"",18,"",26,"",8,"",0,""
2811,201810,S308H,1614,"",165,"",85,"",53,"",25,"",2,""
2812,201810,S314H,1488,"",91,"",29,"",43,"",16,"",3,""
2813,201810,S316H,611,"",50,"",31,"",10,"",7,"",2,""
2814,201811,S113H,73,"",5,"",1,"",3,"",0,"",1,""
2815,201811,S116H,1206,"",125,"",55,"",47,"",8,"",15,""
2816,201811,S225H,508,"",61,"",19,"",25,"",17,"",0,""
2817,201811,S308H,1388,"",182,"",90,"",64,"",22,"",6,""
2818,201811,S314H,1248,"",102,"",22,"",64,"",13,"",3,""
2819,201811,S316H,559,"",28,"",21,"",2,"",5,"",0,""
2820,201812,S113H,56,"",8,"",8,"",0,"",0,"",0,""
2821,201812,S116H,1178,"",119,"",54,"",43,"",6,"",16,""
2822,201812,S225H,450,"",171,"",23,"",20,"",127,"",1,""
2823,201812,S308H,1191,"",126,"",73,"",36,"",11,"",6,""
2824,201812,S314H,1505,"",103,"",27,"",39,"",35,"",2,""
2825,201812,S316H,451,"",28,"",24,"",4,"",0,"",0,""
2826,201901,S113H,86,"",16,"",8,"",2,"",6,"",0,""
2827,201901,S116H,1367,"",156,"",72,"",49,"",12,"",23,""
2828,201901,S225H,527,"",76,"",26,"",22,"",26,"",2,""
2829,201901,S308H,1387,"",149,"",85,"",38,"",23,"",3,""
2830,201901,S314H,1312,"",123,"",24,"",42,"",57,"",0,""
2831,201901,S316H,573,"",73,"",30,"",9,"",8,"",26,""
2832,201902,S113H,69,"",9,"",8,"",1,"",0,"",0,""
2833,201902,S116H,1279,"",144,"",61,"",52,"",10,"",21,""
2834,201902,S225H,478,"",73,"",35,"",25,"",10,"",3,""
2835,201902,S308H,1218,"",124,"",68,"",29,"",22,"",5,""
2836,201902,S314H,1221,"",85,"",19,"",39,"",27,"",0,""
2837,201902,S316H,472,"",49,"",21,"",6,"",10,"",12,""
2838,201903,S113H,120,"",17,"",12,"",4,"",1,"",0,""
2839,201903,S116H,1386,"",160,"",49,"",59,"",28,"",24,""
2840,201903,S225H,540,"",68,"",24,"",21,"",19,"",4,""
2841,201903,S308H,1441,"",164,"",88,"",48,"",22,"",6,""
2842,201903,S314H,1308,"",55,"",18,"",24,"",12,"",1,""
2843,201903,S316H,509,"",61,"",30,"",8,"",9,"",14,""
2844,201904,S113H,94,"",12,"",12,"",0,"",0,"",0,""
2845,201904,S116H,1321,"",144,"",63,"",41,"",23,"",17,""
2846,201904,S225H,441,"",41,"",13,"",16,"",12,"",0,""
2847,201904,S308H,1476,"",135,"",77,"",36,"",19,"",3,""
2848,201904,S314H,1191,"",88,"",18,"",46,"",21,"",3,""
2849,201904,S316H,504,"",38,"",25,"",6,"",7,"",0,""
2850,201905,S113H,109,"",12,"",9,"",2,"",0,"",1,""
2851,201905,S116H,1426,"",181,"",104,"",35,"",22,"",20,""
2852,201905,S225H,560,"",41,"",18,"",14,"",7,"",2,""
2853,201905,S308H,1626,"",152,"",98,"",42,"",11,"",1,""
2854,201905,S314H,1358,"",82,"",13,"",45,"",24,"",0,""
2855,201905,S316H,576,"",52,"",39,"",11,"",2,"",0,""
2856,201906,S113H,78,"",13,"",10,"",3,"",0,"",0,""
2857,201906,S116H,1361,"",191,"",89,"",41,"",36,"",25,""
2858,201906,S225H,504,"",71,"",29,"",16,"",23,"",3,""
2859,201906,S308H,1487,"",153,"",92,"",45,"",16,"",0,""
2860,201906,S314H,1298,"",93,"",32,"",45,"",15,"",1,""
2861,201906,S316H,502,"",53,"",32,"",16,"",5,"",0,""
2862,201907,S113H,79,"",7,"",5,"",2,"",0,"",0,""
2863,201907,S116H,1325,"",150,"",55,"",52,"",31,"",12,""
2864,201907,S225H,389,"",33,"",10,"",17,"",6,"",0,""
2865,201907,S308H,1662,"",173,"",69,"",55,"",46,"",3,""
2866,201907,S314H,1316,"",69,"",15,"",39,"",11,"",4,""
2867,201907,S316H,480,"",124,"",20,"",6,"",98,"",0,""
2868,201908,S113H,34,"",1,"",1,"",0,"",0,"",0,""
2869,201908,S116H,1231,"",108,"",49,"",29,"",19,"",11,""
2870,201908,S225H,503,"",51,"",23,"",17,"",10,"",1,""
2871,201908,S308H,1539,"",170,"",74,"",63,"",29,"",4,""
2872,201908,S314H,1300,"",94,"",20,"",45,"",29,"",0,""
2873,201908,S316H,487,"",70,"",14,"",9,"",47,"",0,""
2874,201909,S116H,1133,"",102,"",50,"",27,"",6,"",19,""
2875,201909,S225H,493,"",64,"",25,"",27,"",11,"",1,""
2876,201909,S308H,1340,"",133,"",63,"",55,"",15,"",0,""
2877,201909,S314H,1242,"",63,"",14,"",19,"",29,"",1,""
2878,201909,S316H,425,"",34,"",20,"",6,"",8,"",0,""
2879,201910,S116H,1362,"",130,"",68,"",34,"",15,"",13,""
2880,201910,S225H,516,"",65,"",35,"",22,"",7,"",1,""
2881,201910,S308H,1472,"",139,"",80,"",50,"",9,"",0,""
2882,201910,S314H,1489,"",101,"",27,"",44,"",27,"",3,""
2883,201910,S316H,574,"",45,"",32,"",7,"",6,"",0,""
2884,201911,S116H,1345,"",165,"",60,"",46,"",51,"",8,""
2885,201911,S225H,494,"",58,"",26,"",21,"",11,"",0,""
2886,201911,S308H,1432,"",128,"",47,"",55,"",25,"",1,""
2887,201911,S314H,1419,"",159,"",21,"",47,"",91,"",0,""
2888,201911,S316H,505,"",87,"",37,"",7,"",42,"",1,""
2889,201912,S116H,1096,"",109,"",61,"",31,"",9,"",8,""
2890,201912,S225H,492,"",87,"",42,"",33,"",12,"",0,""
2891,201912,S308H,1329,"",109,"",56,"",32,"",19,"",2,""
2892,201912,S314H,1306,"",130,"",26,"",32,"",69,"",3,""
2893,201912,S316H,536,"",65,"",35,"",6,"",24,"",0,""
2894,202001,S116H,1209,"",130,"",70,"",43,"",7,"",10,""
2895,202001,S225H,447,"",62,"",28,"",23,"",11,"",0,""
2896,202001,S308H,1149,"",138,"",64,"",41,"",28,"",5,""
2897,202001,S314H,1191,"",96,"",27,"",35,"",34,"",0,""
2898,202001,S316H,481,"",47,"",33,"",9,"",4,"",1,""
2899,202002,S116H,1058,"",97,"",43,"",34,"",12,"",8,""
2900,202002,S225H,403,"",65,"",34,"",22,"",9,"",0,""
2901,202002,S308H,1053,"",147,"",80,"",40,"",26,"",1,""
2902,202002,S314H,1124,"",149,"",28,"",40,"",81,"",0,""
2903,202002,S316H,440,"",33,"",26,"",5,"",2,"",0,""
2904,202003,S116H,1017,"",187,"",73,"",41,"",70,"",3,""
2905,202003,S225H,383,"",117,"",38,"",28,"",51,"",0,""
2906,202003,S308H,807,"",189,"",53,"",31,"",104,"",1,""
2907,202003,S314H,874,"",158,"",21,"",26,"",111,"",0,""
2908,202003,S316H,348,"",78,"",23,"",3,"",52,"",0,""
2909,202004,S116H,571,"",100,"",48,"",29,"",15,"",8,""
2910,202004,S225H,80,"",16,"",1,"",1,"",14,"",0,""
2911,202004,S308H,132,"",24,"",3,"",2,"",17,"",2,""
2912,202004,S314H,286,"",31,"",6,"",13,"",9,"",3,""
2913,202004,S316H,47,"",7,"",3,"",0,"",4,"",0,""
2914,202005,S116H,560,"",86,"",29,"",35,"",18,"",4,""
2915,202005,S225H,102,"",5,"",0,"",5,"",0,"",0,""
2916,202005,S308H,126,"",8,"",5,"",3,"",0,"",0,""
2917,202005,S314H,335,"",14,"",4,"",9,"",1,"",0,""
2918,202005,S316H,31,"",4,"",0,"",4,"",0,"",0,""
2919,202006,S116H,540,"",37,"",17,"",13,"",1,"",6,""
2920,202006,S225H,152,"",9,"",2,"",6,"",1,"",0,""
2921,202006,S308H,309,"",23,"",7,"",12,"",3,"",1,""
2922,202006,S314H,544,"",48,"",4,"",35,"",9,"",0,""
2923,202006,S316H,52,"",1,"",1,"",0,"",0,"",0,""
2924,202007,S116H,570,"",43,"",20,"",10,"",12,"",1,""
2925,202007,S225H,229,"",15,"",2,"",11,"",2,"",0,""
2926,202007,S308H,407,"",26,"",11,"",13,"",1,"",1,""
2927,202007,S314H,770,"",36,"",9,"",21,"",5,"",1,""
2928,202007,S316H,203,"",7,"",3,"",4,"",0,"",0,""
2929,202008,S116H,688,"",91,"",60,"",21,"",2,"",8,""
2930,202008,S225H,229,"",23,"",3,"",14,"",5,"",1,""
2931,202008,S308H,476,"",39,"",20,"",16,"",3,"",0,""
2932,202008,S314H,804,"",47,"",9,"",30,"",7,"",1,""
2933,202008,S316H,281,"",19,"",5,"",12,"",2,"",0,""
2934,202009,S116H,782,"",89,"",50,"",18,"",3,"",18,""
2935,202009,S225H,276,"",37,"",7,"",21,"",8,"",1,""
2936,202009,S308H,549,"",55,"",23,"",25,"",7,"",0,""
2937,202009,S314H,988,"",40,"",3,"",23,"",13,"",1,""
2938,202009,S316H,339,"",15,"",7,"",5,"",3,"",0,""
2939,202010,S116H,847,"",101,"",51,"",17,"",18,"",15,""
2940,202010,S225H,328,"",41,"",5,"",25,"",11,"",0,""
2941,202010,S308H,631,"",65,"",18,"",18,"",26,"",3,""
2942,202010,S314H,990,"",73,"",9,"",35,"",24,"",5,""
2943,202010,S316H,354,"",20,"",8,"",9,"",3,"",0,""
2944,202011,S116H,902,"",94,"",51,"",34,"",4,"",5,""
2945,202011,S225H,382,"",26,"",4,"",19,"",2,"",1,""
2946,202011,S308H,669,"",71,"",23,"",32,"",13,"",3,""
2947,202011,S314H,924,"",59,"",10,"",29,"",12,"",8,""
2948,202011,S316H,367,"",36,"",30,"",5,"",1,"",0,""
2949,202012,S116H,760,"",42,"",30,"",6,"",1,"",5,""
2950,202012,S225H,326,"",30,"",10,"",19,"",0,"",1,""
2951,202012,S308H,500,"",57,"",25,"",15,"",16,"",1,""
2952,202012,S314H,903,"",59,"",9,"",33,"",16,"",1,""
2953,202012,S316H,338,"",34,"",24,"",6,"",4,"",0,""
2954,202101,S116H,801,"",92,"",36,"",30,"",13,"",13,""
2955,202101,S225H,357,"",36,"",15,"",19,"",2,"",0,""
2956,202101,S308H,433,"",49,"",17,"",12,"",19,"",1,""
2957,202101,S314H,861,"",98,"",6,"",22,"",65,"",5,""
2958,202101,S316H,279,"",32,"",20,"",8,"",3,"",1,""
2959,202102,S116H,932,"",96,"",53,"",24,"",8,"",11,""
2960,202102,S225H,355,"",23,"",7,"",10,"",6,"",0,""
2961,202102,S308H,457,"",44,"",20,"",19,"",4,"",1,""
2962,202102,S314H,905,"",55,"",12,"",29,"",12,"",2,""
2963,202102,S316H,295,"",35,"",14,"",12,"",9,"",0,""
2964,202103,S116H,1065,"",92,"",44,"",34,"",8,"",6,""
2965,202103,S225H,260,"",24,"",9,"",9,"",6,"",0,""
2966,202103,S308H,679,"",55,"",27,"",22,"",5,"",1,""
2967,202103,S314H,1039,"",53,"",7,"",24,"",21,"",1,""
2968,202103,S316H,342,"",20,"",8,"",6,"",5,"",1,""
2969,202103,S319H,65,"",2,"",1,"",1,"",0,"",0,""
2970,202104,S116H,966,"",70,"",42,"",19,"",4,"",5,""
2971,202104,S308H,606,"",54,"",25,"",24,"",5,"",0,""
2972,202104,S314H,970,"",48,"",5,"",17,"",22,"",4,""
2973,202104,S316H,303,"",22,"",6,"",12,"",4,"",0,""
2974,202104,S319H,339,"",26,"",9,"",11,"",2,"",4,""
2975,202105,S116H,973,"",111,"",60,"",26,"",17,"",8,""
2976,202105,S308H,590,"",56,"",28,"",25,"",3,"",0,""
2977,202105,S314H,966,"",37,"",7,"",18,"",12,"",0,""
2978,202105,S316H,310,"",17,"",7,"",9,"",1,"",0,""
2979,202105,S319H,322,"",39,"",9,"",9,"",19,"",2,""
2980,202106,S116H,1090,"",150,"",108,"",27,"",9,"",6,""
2981,202106,S308H,716,"",70,"",39,"",15,"",15,"",1,""
2982,202106,S314H,1076,"",65,"",9,"",29,"",27,"",0,""
2983,202106,S316H,396,"",21,"",12,"",7,"",2,"",0,""
2984,202106,S319H,347,"",49,"",18,"",17,"",14,"",0,""
2985,202107,S116H,906,"",107,"",61,"",28,"",3,"",15,""
2986,202107,S308H,513,"",46,"",16,"",11,"",17,"",2,""
2987,202107,S314H,915,"",94,"",7,"",28,"",56,"",3,""
2988,202107,S316H,395,"",25,"",12,"",2,"",11,"",0,""
2989,202107,S319H,310,"",42,"",11,"",14,"",9,"",8,""
2990,202108,S116H,1083,"",155,"",74,"",21,"",44,"",16,""
2991,202108,S308H,462,"",58,"",21,"",23,"",8,"",6,""
2992,202108,S314H,980,"",54,"",11,"",14,"",23,"",6,""
2993,202108,S316H,393,"",25,"",10,"",6,"",9,"",0,""
2994,202108,S319H,356,"",49,"",22,"",18,"",8,"",1,""
2995,202109,S116H,999,"",145,"",72,"",37,"",17,"",19,""
2996,202109,S308H,446,"",56,"",24,"",18,"",13,"",1,""
2997,202109,S314H,1005,"",95,"",9,"",24,"",58,"",4,""
2998,202109,S316H,386,"",22,"",14,"",7,"",1,"",0,""
2999,202109,S319H,143,"",30,"",8,"",5,"",12,"",5,""
3000,202110,S116H,963,"",127,"",65,"",34,"",19,"",9,""
3001,202110,S308H,440,"",50,"",28,"",17,"",5,"",0,""
3002,202110,S314H,980,"",88,"",8,"",24,"",55,"",1,""
3003,202110,S316H,324,"",26,"",16,"",6,"",4,"",0,""
3004,202110,S319H,165,"",26,"",7,"",9,"",8,"",2,""
3005,202111,S116H,1155,"",137,"",91,"",18,"",17,"",11,""
3006,202111,S308H,513,"",23,"",10,"",11,"",2,"",0,""
3007,202111,S314H,1002,"",53,"",6,"",26,"",21,"",0,""
3008,202111,S316H,192,"",16,"",10,"",5,"",1,"",0,""
3009,202111,S319H,213,"",22,"",4,"",9,"",9,"",0,""
3010,202112,S116H,942,"",110,"",69,"",24,"",3,"",14,""
3011,202112,S308H,476,"",54,"",29,"",15,"",10,"",0,""
3012,202112,S314H,930,"",60,"",7,"",27,"",26,"",0,""
3013,202112,S316H,178,"",16,"",9,"",3,"",4,"",0,""
3014,202112,S319H,235,"",18,"",6,"",10,"",2,"",0,""
3015,202201,S116H,949,"",103,"",55,"",14,"",17,"",17,""
3016,202201,S308H,494,"",54,"",23,"",17,"",14,"",0,""
3017,202201,S314H,842,"",53,"",8,"",31,"",10,"",4,""
3018,202201,S316H,198,"",15,"",11,"",3,"",1,"",0,""
3019,202201,S319H,299,"",35,"",8,"",16,"",9,"",2,""
3020,202202,S116H,895,"",145,"",83,"",26,"",16,"",20,""
3021,202202,S308H,554,"",47,"",16,"",18,"",12,"",1,""
3022,202202,S314H,861,"",35,"",7,"",17,"",10,"",1,""
3023,202202,S316H,286,"",18,"",10,"",6,"",2,"",0,""
3024,202202,S319H,338,"",31,"",14,"",11,"",5,"",1,""
3025,202203,S116H,1044,"",123,"",86,"",22,"",5,"",10,""
3026,202203,S308H,753,"",70,"",35,"",20,"",13,"",2,""
3027,202203,S314H,947,"",69,"",11,"",43,"",14,"",1,""
3028,202203,S316H,283,"",33,"",12,"",9,"",12,"",0,""
3029,202203,S319H,437,"",54,"",22,"",20,"",11,"",1,""
